"placette","fascine","type","espece","ID","numero","longueur.touffe","largeur.touffe","hauteur.max.feuille","nombre.reprises","inflorescence","date","heure","operateur","remarques","numero_suivi","annee"
14,28,"helophyte","Eriophorum angustifolium","EA118",1,3,2,32,NA,NA,2023-09-20,"16:30","Alexis",NA,1,"2023"
14,28,"helophyte","Eriophorum angustifolium","EA123",6,3,2,34,NA,NA,2023-09-20,"16:30","Alexis",NA,1,"2023"
15,29,"helophyte","Carex nigra","CN127",1,4,3.5,25,NA,NA,2023-09-20,"17:00","Alexis",NA,1,"2023"
15,29,"helophyte","Carex nigra","CN130",4,4.5,3.5,22,NA,NA,2023-09-20,"17:00","Alexis",NA,1,"2023"
15,29,"helophyte","Carex nigra","CN132",6,3,2.5,21,NA,NA,2023-09-20,"17:00","Alexis",NA,1,"2023"
15,29,"helophyte","Carex nigra","CN133",7,4.5,2.5,24,NA,NA,2023-09-20,"17:00","Alexis",NA,1,"2023"
15,29,"helophyte","Carex nigra","CN135",9,3.5,4.5,21,NA,NA,2023-09-20,"17:00","Alexis",NA,1,"2023"
15,30,"helophyte","Carex nigra","CN136",1,4,3,19,NA,NA,2023-09-20,"17:00","Alexis",NA,1,"2023"
15,30,"helophyte","Carex nigra","CN138",3,3.5,2,24,NA,NA,2023-09-20,"17:00","Alexis",NA,1,"2023"
15,30,"helophyte","Carex nigra","CN139",4,3.5,2,18,NA,NA,2023-09-20,"17:00","Alexis",NA,1,"2023"
15,30,"helophyte","Carex nigra","CN140",5,3.5,1.5,28,NA,NA,2023-09-20,"17:00","Alexis",NA,1,"2023"
15,30,"helophyte","Carex nigra","CN141",6,4,2,42,NA,NA,2023-09-20,"17:00","Alexis",NA,1,"2023"
15,30,"helophyte","Carex nigra","CN143",8,3,2,23,NA,NA,2023-09-20,"17:00","Alexis",NA,1,"2023"
15,30,"helophyte","Carex nigra","CN144",9,4,2.5,23,NA,NA,2023-09-20,"17:00","Alexis",NA,1,"2023"
16,31,"helophyte","Eriophorum angustifolium","EA128",2,3,2,34,NA,NA,2023-09-21,"9:30","Benjamin",NA,1,"2023"
16,31,"helophyte","Eriophorum angustifolium","EA129",3,2,1.5,31,NA,NA,2023-09-20,"17:30","Benjamin + Alexis",NA,1,"2023"
16,31,"helophyte","Eriophorum angustifolium","EA131",5,4,2.5,30,NA,NA,2023-09-20,"17:30","Benjamin + Alexis",NA,1,"2023"
16,31,"helophyte","Eriophorum angustifolium","EA132",6,2,1,40,NA,NA,2023-09-20,"17:30","Benjamin + Alexis",NA,1,"2023"
16,31,"helophyte","Eriophorum angustifolium","EA133",7,3,2.5,33,NA,NA,2023-09-20,"17:30","Benjamin + Alexis",NA,1,"2023"
16,31,"helophyte","Eriophorum angustifolium","EA134",8,4,3,32,NA,NA,2023-09-20,"17:30","Benjamin + Alexis",NA,1,"2023"
16,31,"helophyte","Eriophorum angustifolium","EA135",9,4,3.5,38,NA,NA,2023-09-20,"17:30","Benjamin + Alexis",NA,1,"2023"
16,32,"helophyte","Eriophorum angustifolium","EA138",3,2.5,2.5,35,NA,NA,2023-09-20,"17:30","Benjamin + Alexis",NA,1,"2023"
16,32,"helophyte","Eriophorum angustifolium","EA139",4,2.5,2,23,NA,NA,2023-09-20,"17:30","Benjamin + Alexis",NA,1,"2023"
16,32,"helophyte","Eriophorum angustifolium","EA140",5,2.5,1.5,43.5,NA,NA,2023-09-20,"17:30","Benjamin + Alexis",NA,1,"2023"
1,1,"helophyte","Carex nigra","CN2",2,4.5,3,11,1,"non",2024-06-27,NA,"BG","",2,"2024"
1,1,"helophyte","Carex nigra","CN6",6,4.5,3.5,10.5,2,"oui",2024-06-27,NA,"BG","",2,"2024"
1,1,"helophyte","Carex nigra","CN9",9,2,2,8,0,"non",2024-06-27,NA,"BG","",2,"2024"
1,2,"helophyte","Carex nigra","CN10",1,4.5,5,9,0,"non",2024-06-27,NA,"BG","espece non identifiee",2,"2024"
1,2,"helophyte","Carex nigra","CN11",2,2,1.5,9,1,"non",2024-06-27,NA,"BG","",2,"2024"
1,2,"helophyte","Carex nigra","CN12",3,3.5,2,9.5,0,"non",2024-06-27,NA,"BG","",2,"2024"
1,2,"helophyte","Carex nigra","CN13",4,4,2.5,11.5,0,"oui",2024-06-27,NA,"BG","",2,"2024"
1,2,"helophyte","Carex nigra","CN14",5,3,2,8.5,0,"oui",2024-06-27,NA,"BG","",2,"2024"
1,2,"helophyte","Carex nigra","CN15",6,3,3,10.5,3,"oui",2024-06-27,NA,"BG","",2,"2024"
1,2,"helophyte","Carex nigra","CN16",7,5,3,12,2,"non",2024-06-27,NA,"BG","",2,"2024"
1,2,"helophyte","Carex nigra","CN17",8,3.5,3,10,0,"non",2024-06-27,NA,"BG","",2,"2024"
1,2,"helophyte","Carex nigra","CN18",9,5,3,8,1,"non",2024-06-27,NA,"BG","",2,"2024"
2,1,"helophyte","Eriophorum angustifolium","EA1",1,3,1.5,20,0,"oui",2024-06-27,NA,"BG","",2,"2024"
2,1,"helophyte","Eriophorum angustifolium","EA2",2,3,2,15,0,"oui",2024-06-27,NA,"BG","",2,"2024"
2,1,"helophyte","Eriophorum angustifolium","EA3",3,2.5,2,19,0,"oui",2024-06-27,NA,"BG","",2,"2024"
2,1,"helophyte","Eriophorum angustifolium","EA4",4,2,1,11.5,0,"non",2024-06-27,NA,"BG","",2,"2024"
2,1,"helophyte","Eriophorum angustifolium","EA5",5,2,1,16,0,"non",2024-06-27,NA,"BG","",2,"2024"
2,1,"helophyte","Eriophorum angustifolium","EA6",6,2,1,18,0,"non",2024-06-27,NA,"BG","",2,"2024"
2,1,"helophyte","Eriophorum angustifolium","EA7",7,1.5,1.5,11.5,0,"oui",2024-06-27,NA,"BG","",2,"2024"
2,1,"helophyte","Eriophorum angustifolium","EA9",9,1.5,1,17,0,"non",2024-06-27,NA,"BG","",2,"2024"
2,2,"helophyte","Eriophorum angustifolium","EA11",2,3,2.5,23.5,0,"oui",2024-06-27,NA,"BG","",2,"2024"
2,2,"helophyte","Eriophorum angustifolium","EA12",3,2,1.5,12,0,"non",2024-06-27,NA,"BG","",2,"2024"
2,2,"helophyte","Eriophorum angustifolium","EA15",6,2.5,2.5,19,0,"oui",2024-06-27,NA,"BG","",2,"2024"
2,2,"helophyte","Eriophorum angustifolium","EA17",8,2.5,2.5,21.5,0,"oui",2024-06-27,NA,"BG","",2,"2024"
2,2,"helophyte","Eriophorum angustifolium","EA18",9,3.5,3,10,1,"non",2024-06-27,NA,"BG","",2,"2024"
3,1,"helophyte","Carex nigra","CN19",1,2,1.5,7,1,"non",2024-06-27,NA,"BG","",2,"2024"
3,1,"helophyte","Carex nigra","CN20",2,2.5,2,9.5,1,"non",2024-06-27,NA,"BG","",2,"2024"
3,1,"helophyte","Carex nigra","CN21",3,2.5,1.5,8,2,"non",2024-06-27,NA,"BG","",2,"2024"
3,1,"helophyte","Carex nigra","CN22",4,5,3.5,7.5,4,"oui",2024-06-27,NA,"BG","1 stolon",2,"2024"
3,1,"helophyte","Carex nigra","CN23",5,2,2,7,1,"non",2024-06-27,NA,"BG","",2,"2024"
3,1,"helophyte","Carex nigra","CN24",6,4,3.5,13,1,"oui",2024-06-27,NA,"BG","",2,"2024"
3,1,"helophyte","Carex nigra","CN25",7,3.5,2,11,1,"non",2024-06-27,NA,"BG","",2,"2024"
3,1,"helophyte","Carex nigra","CN26",8,1.5,1,8.5,2,"non",2024-06-27,NA,"BG","",2,"2024"
3,1,"helophyte","Carex nigra","CN27",9,4,3,7.5,1,"non",2024-06-27,NA,"BG","",2,"2024"
3,2,"helophyte","Carex nigra","CN28",1,3.5,1.5,9,0,"non",2024-06-27,NA,"BG","",2,"2024"
3,2,"helophyte","Carex nigra","CN29",2,3,1,7,1,"non",2024-06-27,NA,"BG","",2,"2024"
3,2,"helophyte","Carex nigra","CN30",3,1.5,1,8,0,"oui",2024-06-27,NA,"BG","1 stolon",2,"2024"
3,2,"helophyte","Carex nigra","CN31",4,2,0.5,7,0,"non",2024-06-27,NA,"BG","",2,"2024"
3,2,"helophyte","Carex nigra","CN33",6,2,1,7,2,"non",2024-06-27,NA,"BG","",2,"2024"
3,2,"helophyte","Carex nigra","CN34",7,3,2,7.5,2,"non",2024-06-27,NA,"BG","",2,"2024"
4,1,"helophyte","Eriophorum angustifolium","EA20",2,1,1,11.5,0,"oui",2024-06-27,NA,"PB","",2,"2024"
4,1,"helophyte","Eriophorum angustifolium","EA21",3,2,1,26,0,"oui",2024-06-27,NA,"PB","",2,"2024"
4,1,"helophyte","Eriophorum angustifolium","EA25",7,2,1,22,0,"oui",2024-06-27,NA,"PB","",2,"2024"
4,1,"helophyte","Eriophorum angustifolium","EA27",9,1.5,1.5,10,0,"oui",2024-06-27,NA,"PB","",2,"2024"
4,2,"helophyte","Eriophorum angustifolium","EA29",2,3,2,15.5,0,"oui",2024-06-27,NA,"PB","",2,"2024"
4,2,"helophyte","Eriophorum angustifolium","EA30",3,0.5,0.5,19,0,"oui",2024-06-27,NA,"PB","",2,"2024"
4,2,"helophyte","Eriophorum angustifolium","EA32",5,2,1,17.5,0,"oui",2024-06-27,NA,"PB","",2,"2024"
4,2,"helophyte","Carex nigra","EA33",6,0,0,0,0,"oui",2024-06-27,NA,"PB","",2,"2024"
4,2,"helophyte","Eriophorum angustifolium","EA35",8,2.5,1.5,27.5,0,"oui",2024-06-27,NA,"PB","",2,"2024"
4,2,"helophyte","Eriophorum angustifolium","EA36",9,0,0,0,0,"oui",2024-06-27,NA,"PB","",2,"2024"
5,1,"helophyte","Carex nigra","CN37",1,2.5,1,8.5,0,"oui",2024-06-27,NA,"PB","",2,"2024"
5,1,"helophyte","Carex nigra","CN38",2,3.5,1,6,1,"non",2024-06-27,NA,"PB","",2,"2024"
5,1,"helophyte","Carex nigra","CN39",3,2,1.5,10,1,"non",2024-06-27,NA,"PB","",2,"2024"
5,1,"helophyte","Carex nigra","CN40",4,3.5,3,9,1,"non",2024-06-27,NA,"PB","",2,"2024"
5,1,"helophyte","Carex nigra","CN41",5,3.5,2,7,1,"non",2024-06-27,NA,"PB","",2,"2024"
5,1,"helophyte","Carex nigra","CN42",6,4,3,9,0,"oui",2024-06-27,NA,"PB","",2,"2024"
5,1,"helophyte","Carex nigra","CN43",7,5,3,8.5,2,"non",2024-06-27,NA,"PB","",2,"2024"
5,1,"helophyte","Carex nigra","CN44",8,0.5,0.5,7,1,"oui",2024-06-27,NA,"PB","",2,"2024"
5,2,"helophyte","Carex nigra","CN46",1,3,2,9.5,0,"non",2024-06-27,NA,"PB","",2,"2024"
5,2,"helophyte","Carex nigra","CN47",2,6,2.5,9,0,"non",2024-06-27,NA,"PB","1 stolon",2,"2024"
5,2,"helophyte","Carex nigra","CN48",3,3.5,2,7,1,"non",2024-06-27,NA,"PB","",2,"2024"
5,2,"helophyte","Carex nigra","CN49",4,2,1,7.5,2,"non",2024-06-27,NA,"PB","",2,"2024"
5,2,"helophyte","Carex nigra","CN51",6,4,2,9.5,1,"non",2024-06-27,NA,"PB","",2,"2024"
5,2,"helophyte","Carex nigra","CN52",7,1.5,1,8,2,"non",2024-06-27,NA,"PB","",2,"2024"
5,2,"helophyte","Carex nigra","CN53",8,2,2,9.5,0,"non",2024-06-27,NA,"PB","",2,"2024"
5,2,"helophyte","Carex nigra","CN54",9,0.5,0.5,5.5,1,"non",2024-06-27,NA,"PB","",2,"2024"
6,1,"helophyte","Eriophorum angustifolium","EA38",2,4,2,8,0,"non",2024-06-27,NA,"PB","",2,"2024"
6,1,"helophyte","Eriophorum angustifolium","EA40",4,3,2,19,0,"non",2024-06-27,NA,"PB","",2,"2024"
6,1,"helophyte","Eriophorum angustifolium","EA43",7,3,1,26.5,0,"oui",2024-06-27,NA,"PB","",2,"2024"
6,1,"helophyte","Eriophorum angustifolium","EA44",8,3.5,2,10.5,0,"non",2024-06-27,NA,"PB","",2,"2024"
6,1,"helophyte","Eriophorum angustifolium","EA45",9,2,1.5,15.5,0,"oui",2024-06-27,NA,"PB","",2,"2024"
6,2,"helophyte","Eriophorum angustifolium","EA46",1,2,1,15.5,0,"oui",2024-06-27,NA,"PB","",2,"2024"
6,2,"helophyte","Eriophorum angustifolium","EA47",2,3,1.5,14,0,"oui",2024-06-27,NA,"PB","",2,"2024"
6,2,"helophyte","Eriophorum angustifolium","EA48",3,1,1,10,0,"oui",2024-06-27,NA,"PB","",2,"2024"
6,2,"helophyte","Eriophorum angustifolium","EA50",5,2,1,16,0,"oui",2024-06-27,NA,"PB","",2,"2024"
6,2,"helophyte","Eriophorum angustifolium","EA51",6,3,2,15.5,0,"non",2024-06-27,NA,"PB","",2,"2024"
6,2,"helophyte","Eriophorum angustifolium","EA53",8,0,0,0,0,"non",2024-06-27,NA,"PB","",2,"2024"
6,2,"helophyte","Eriophorum angustifolium","EA54",9,1.5,1.5,14.5,0,"oui",2024-06-27,NA,"PB","",2,"2024"
7,1,"helophyte","Carex nigra","CN55",1,3,3.5,6,1,"oui",2024-06-27,NA,"BG","",2,"2024"
7,1,"helophyte","Carex nigra","CN56",2,0.5,0.5,1,3,"non",2024-06-27,NA,"BG","1 stolon",2,"2024"
7,1,"helophyte","Carex nigra","CN57",3,2,2,6.5,1,"non",2024-06-27,NA,"BG","",2,"2024"
7,1,"helophyte","Carex nigra","CN58",4,2,1.5,6.5,0,"non",2024-06-27,NA,"BG","",2,"2024"
7,1,"helophyte","Carex nigra","CN59",5,2,3,7,1,"non",2024-06-27,NA,"BG","",2,"2024"
7,1,"helophyte","Carex nigra","CN60",6,2,2,7.5,4,"oui",2024-06-27,NA,"BG","",2,"2024"
7,1,"helophyte","Carex nigra","CN61",7,3.5,2,8,2,"non",2024-06-27,NA,"BG","",2,"2024"
7,1,"helophyte","Carex nigra","CN62",8,3,2.5,8.5,4,"non",2024-06-27,NA,"BG","",2,"2024"
7,1,"helophyte","Carex nigra","CN63",9,3,2.5,6.5,0,"non",2024-06-27,NA,"BG","",2,"2024"
7,2,"helophyte","Carex nigra","CN64",1,3,2,8.5,0,"non",2024-06-27,NA,"BG","",2,"2024"
7,2,"helophyte","Carex nigra","CN65",2,2,1,7.5,2,"non",2024-06-27,NA,"BG","",2,"2024"
7,2,"helophyte","Carex nigra","CN66",3,2,1.5,7,2,"non",2024-06-27,NA,"BG","2 stolons",2,"2024"
7,2,"helophyte","Carex nigra","CN67",4,3.5,2.5,10,0,"non",2024-06-27,NA,"BG","",2,"2024"
7,2,"helophyte","Carex nigra","CN68",5,3,2.5,11,1,"oui",2024-06-27,NA,"BG","",2,"2024"
7,2,"helophyte","Carex nigra","CN69",6,5,4,8,1,"oui",2024-06-27,NA,"BG","",2,"2024"
7,2,"helophyte","Carex nigra","CN70",7,4,3.5,9,0,"non",2024-06-27,NA,"BG","",2,"2024"
7,2,"helophyte","Carex nigra","CN71",8,2,2.5,10,0,"non",2024-06-27,NA,"BG","",2,"2024"
8,1,"helophyte","Eriophorum angustifolium","EA55",1,2,2,18.5,0,"oui",2024-06-27,NA,"BG","",2,"2024"
8,1,"helophyte","Eriophorum angustifolium","EA56",2,1.5,1,0,0,"oui",2024-06-27,NA,"BG","",2,"2024"
8,1,"helophyte","Eriophorum angustifolium","EA57",3,2.5,1.5,17,0,"oui",2024-06-27,NA,"BG","",2,"2024"
8,1,"helophyte","Eriophorum angustifolium","EA60",6,2,0.5,25,0,"oui",2024-06-27,NA,"BG","",2,"2024"
8,1,"helophyte","Eriophorum angustifolium","EA61",7,3,2.5,19,1,"oui",2024-06-27,NA,"BG","",2,"2024"
8,1,"helophyte","Eriophorum angustifolium","EA62",8,3,1.5,29.5,0,"oui",2024-06-27,NA,"BG","",2,"2024"
8,1,"helophyte","Eriophorum angustifolium","EA63",9,2.5,2,30,0,"oui",2024-06-27,NA,"BG","",2,"2024"
8,2,"helophyte","Eriophorum angustifolium","EA64",1,3.5,2.5,26.5,0,"oui",2024-06-27,NA,"BG","",2,"2024"
8,2,"helophyte","Eriophorum angustifolium","EA65",2,2.5,2.5,16.5,0,"oui",2024-06-27,NA,"BG","",2,"2024"
8,2,"helophyte","Eriophorum angustifolium","EA66",3,2,1.5,20,0,"oui",2024-06-27,NA,"BG","",2,"2024"
8,2,"helophyte","Eriophorum angustifolium","EA67",4,2.5,2,18,0,"non",2024-06-27,NA,"BG","",2,"2024"
8,2,"helophyte","Eriophorum angustifolium","EA68",5,3.5,2.5,19,0,"non",2024-06-27,NA,"BG","",2,"2024"
8,2,"helophyte","Eriophorum angustifolium","EA69",6,1,1,14,0,"non",2024-06-27,NA,"BG","",2,"2024"
8,2,"helophyte","Eriophorum angustifolium","EA70",7,3.5,2.5,21.5,0,"oui",2024-06-27,NA,"BG","",2,"2024"
8,2,"helophyte","Eriophorum angustifolium","EA71",8,1,1.5,19,0,"non",2024-06-27,NA,"BG","",2,"2024"
8,2,"helophyte","Eriophorum angustifolium","EA72",9,1,1.5,25,0,"oui",2024-06-27,NA,"BG","",2,"2024"
9,1,"helophyte","Carex nigra","CN73",1,2,1.5,10.5,2,"non",2024-06-27,NA,"PB","",2,"2024"
9,1,"helophyte","Carex nigra","CN74",2,0.5,0.5,3.5,1,"non",2024-06-27,NA,"PB","",2,"2024"
9,1,"helophyte","Carex nigra","CN75",3,3,1.5,8.5,1,"non",2024-06-27,NA,"PB","",2,"2024"
9,1,"helophyte","Carex nigra","CN76",4,2.5,1.5,5,1,"non",2024-06-27,NA,"PB","",2,"2024"
9,1,"helophyte","Carex nigra","CN77",5,2.5,2,9.5,2,"oui",2024-06-27,NA,"PB","",2,"2024"
9,1,"helophyte","Carex nigra","CN78",6,3,2,13,0,"non",2024-06-27,NA,"PB","",2,"2024"
9,1,"helophyte","Carex nigra","CN81",9,1.5,1,9,1,"oui",2024-06-27,NA,"PB","",2,"2024"
9,2,"helophyte","Carex nigra","CN82",1,4,1.5,8,0,"non",2024-06-27,NA,"PB","",2,"2024"
9,2,"helophyte","Carex nigra","CN83",2,0.5,0.5,2,0,"non",2024-06-27,NA,"PB","1 stolon",2,"2024"
9,2,"helophyte","Carex nigra","CN84",3,3,2.5,11.5,0,"oui",2024-06-27,NA,"PB","",2,"2024"
9,2,"helophyte","Carex nigra","CN86",5,3,1.5,10,3,"non",2024-06-27,NA,"PB","",2,"2024"
9,2,"helophyte","Carex nigra","CN87",6,3,1.5,10,3,"non",2024-06-27,NA,"PB","",2,"2024"
9,2,"helophyte","Carex nigra","CN88",7,2,1,9.5,1,"non",2024-06-27,NA,"PB","prele",2,"2024"
9,2,"helophyte","Carex nigra","CN89",8,2.5,1,8,5,"non",2024-06-27,NA,"PB","",2,"2024"
9,2,"helophyte","Carex nigra","CN90",9,2,1,7,0,"non",2024-06-27,NA,"PB","",2,"2024"
10,1,"helophyte","Eriophorum angustifolium","EA73",1,2.5,1.5,19,0,"non",2024-06-27,NA,"PB","",2,"2024"
10,1,"helophyte","Eriophorum angustifolium","EA74",2,2,1,21,0,"non",2024-06-27,NA,"PB","",2,"2024"
10,1,"helophyte","Eriophorum angustifolium","EA75",3,2,2,23,0,"non",2024-06-27,NA,"PB","",2,"2024"
10,1,"helophyte","Eriophorum angustifolium","EA76",4,3,2.5,24.5,0,"oui",2024-06-27,NA,"PB","",2,"2024"
10,1,"helophyte","Eriophorum angustifolium","EA77",5,3,2,27,0,"oui",2024-06-27,NA,"PB","",2,"2024"
10,1,"helophyte","Eriophorum angustifolium","EA78",6,2,1,14,0,"non",2024-06-27,NA,"PB","",2,"2024"
10,1,"helophyte","Eriophorum angustifolium","EA79",7,2,1,22,0,"oui",2024-06-27,NA,"PB","",2,"2024"
10,1,"helophyte","Eriophorum angustifolium","EA80",8,1.5,1,25.5,0,"oui",2024-06-27,NA,"PB","",2,"2024"
10,1,"helophyte","Eriophorum angustifolium","EA81",9,2,1,15.5,0,"non",2024-06-27,NA,"PB","",2,"2024"
10,2,"helophyte","Eriophorum angustifolium","EA82",1,2,1,20,0,"non",2024-06-27,NA,"PB","",2,"2024"
10,2,"helophyte","Eriophorum angustifolium","EA83",2,3,1.5,24.5,0,"non",2024-06-27,NA,"PB","",2,"2024"
10,2,"helophyte","Eriophorum angustifolium","EA84",3,3,1.5,21.5,0,"non",2024-06-27,NA,"PB","",2,"2024"
10,2,"helophyte","Eriophorum angustifolium","EA85",4,3.5,2,30.5,0,"oui",2024-06-27,NA,"PB","",2,"2024"
10,2,"helophyte","Eriophorum angustifolium","EA87",6,3,1.5,32.5,0,"oui",2024-06-27,NA,"PB","",2,"2024"
10,2,"helophyte","Eriophorum angustifolium","EA88",7,2,1.5,28.5,0,"oui",2024-06-27,NA,"PB","",2,"2024"
10,2,"helophyte","Eriophorum angustifolium","EA89",8,0.5,0.5,29,0,"non",2024-06-27,NA,"PB","",2,"2024"
11,1,"helophyte","Carex nigra","CN91",1,3,3,7.5,2,"oui",2024-06-27,NA,"BG","",2,"2024"
11,1,"helophyte","Carex nigra","CN92",2,2,2,12,1,"non",2024-06-27,NA,"BG","",2,"2024"
11,1,"helophyte","Carex nigra","CN95",5,2,1.5,5,5,"non",2024-06-27,NA,"BG","",2,"2024"
11,1,"helophyte","Carex nigra","CN96",6,3,2,8.5,0,"non",2024-06-27,NA,"BG","",2,"2024"
11,1,"helophyte","Carex nigra","CN97",7,2,1.5,12,1,"non",2024-06-27,NA,"BG","",2,"2024"
11,1,"helophyte","Carex nigra","CN98",8,2,1,10,1,"non",2024-06-27,NA,"BG","",2,"2024"
11,1,"helophyte","Carex nigra","CN99",9,3.5,2.5,11,2,"oui",2024-06-27,NA,"BG","",2,"2024"
11,2,"helophyte","Carex nigra","CN100",1,2,2.5,11,0,"non",2024-06-27,NA,"BG","",2,"2024"
11,2,"helophyte","Carex nigra","CN102",3,2,1,7,1,"non",2024-06-27,NA,"BG","",2,"2024"
11,2,"helophyte","Carex nigra","CN103",4,2.5,2,10,0,"non",2024-06-27,NA,"BG","",2,"2024"
11,2,"helophyte","Carex nigra","CN104",5,3.5,2,10,0,"non",2024-06-27,NA,"BG","",2,"2024"
11,2,"helophyte","Carex nigra","CN105",6,2,1.5,8,0,"non",2024-06-27,NA,"BG","",2,"2024"
11,2,"helophyte","Carex nigra","CN106",7,2,2,9,0,"non",2024-06-27,NA,"BG","",2,"2024"
11,2,"helophyte","Carex nigra","CN107",8,2,1,8.5,1,"non",2024-06-27,NA,"BG","",2,"2024"
11,2,"helophyte","Carex nigra","CN108",9,1.5,1,4.5,1,"non",2024-06-27,NA,"BG","",2,"2024"
12,1,"helophyte","Eriophorum angustifolium","EA92",2,2.5,1.5,15,0,"non",2024-06-27,NA,"BG","",2,"2024"
12,1,"helophyte","Eriophorum angustifolium","EA93",3,3,1.5,16.5,0,"non",2024-06-27,NA,"BG","",2,"2024"
12,1,"helophyte","Eriophorum angustifolium","EA95",5,3,1,20.5,0,"oui",2024-06-27,NA,"BG","",2,"2024"
12,1,"helophyte","Carex nigra","EA96",6,2.5,2,18,0,"oui",2024-06-27,NA,"BG","",2,"2024"
12,1,"helophyte","Eriophorum angustifolium","EA97",7,1.5,1.5,11,0,"oui",2024-06-27,NA,"BG","",2,"2024"
12,1,"helophyte","Eriophorum angustifolium","EA99",9,4,1.5,22.5,0,"oui",2024-06-27,NA,"BG","",2,"2024"
12,2,"helophyte","Eriophorum angustifolium","EA101",2,1,1,14,0,"non",2024-06-27,NA,"BG","",2,"2024"
12,2,"helophyte","Eriophorum angustifolium","EA102",3,0.5,1,15,0,"oui",2024-06-27,NA,"BG","",2,"2024"
12,2,"helophyte","Eriophorum angustifolium","EA106",7,2.5,2,17.5,0,"oui",2024-06-27,NA,"BG","",2,"2024"
12,2,"helophyte","Eriophorum angustifolium","EA108",9,2,1.5,15,0,"oui",2024-06-27,NA,"BG","",2,"2024"
13,1,"helophyte","Carex nigra","CN109",1,6,4,9,0,"non",2024-06-27,NA,"BG","",2,"2024"
13,1,"helophyte","Carex nigra","CN110",2,4,4,10,0,"non",2024-06-27,NA,"BG","",2,"2024"
13,1,"helophyte","Carex nigra","CN111",3,3.5,2,9.5,0,"oui",2024-06-27,NA,"BG","",2,"2024"
13,1,"helophyte","Carex nigra","CN112",4,2.5,1.5,8.5,1,"oui",2024-06-27,NA,"BG","",2,"2024"
13,1,"helophyte","Carex nigra","CN113",5,3,3,11,0,"non",2024-06-27,NA,"BG","",2,"2024"
13,1,"helophyte","Carex nigra","CN114",6,2.5,2,13,2,"non",2024-06-27,NA,"BG","",2,"2024"
13,1,"helophyte","Carex nigra","CN115",7,3.5,2,8,1,"non",2024-06-27,NA,"BG","",2,"2024"
13,1,"helophyte","Carex nigra","CN116",8,4,2,8.5,1,"oui",2024-06-27,NA,"BG","",2,"2024"
13,1,"helophyte","Carex nigra","CN117",9,1.5,1,6.5,0,"non",2024-06-27,NA,"BG","",2,"2024"
13,2,"helophyte","Carex nigra","CN119",2,4,3,8,0,"non",2024-06-27,NA,"BG","",2,"2024"
13,2,"helophyte","Carex nigra","CN120",3,2,1,11,1,"non",2024-06-27,NA,"BG","",2,"2024"
13,2,"helophyte","Carex nigra","CN121",4,3.5,2.5,7,1,"non",2024-06-27,NA,"BG","",2,"2024"
13,2,"helophyte","Carex nigra","CN124",7,2,1,7.5,1,"non",2024-06-27,NA,"BG","",2,"2024"
13,2,"helophyte","Carex nigra","CN125",8,2,2,9.5,0,"non",2024-06-27,NA,"BG","",2,"2024"
13,2,"helophyte","Carex nigra","CN126",9,3,2.5,9,0,"oui",2024-06-27,NA,"BG","",2,"2024"
14,1,"helophyte","Eriophorum angustifolium","EA109",1,3,1,17.5,0,"oui",2024-06-27,NA,"PB","",2,"2024"
14,1,"helophyte","Eriophorum angustifolium","EA110",2,2,1,18,0,"non",2024-06-27,NA,"PB","",2,"2024"
